sentence,difficulty,wordnb,cognate,cognatenb,cognateratio
Je suis secrétaire et je m'occupe de mes deux enfants quand ils rentrent de l'école.,A1,17,"['je ', 'suis', 'et ', 'je ', ""m'"", 'de ', 'mes ', 'deux', 'ils ', 'de ']",10,0.5882352941176471
"Ne te couche pas trop tard, tu vas à l'école demain.",A1,12,"['ne ', 'te ', 'pas', 'trop', 'tard', 'tu ', 'vas']",7,0.5833333333333334
J'ai peur du noir.,A1,5,"[""j'ai"", 'ai ', 'peur', 'du ', 'noir']",5,1.0
Elle a décidé de s'y installer.,A1,7,"['elle', 'de ', ""s'y "", 'installer']",4,0.5714285714285714
"Aujourd'hui, c'est leur mariage.",A1,6,"['aujourd', 'hui', ""c'"", 'est ', 'leur']",5,0.8333333333333334
Vous pouvez m'aider ?,A1,4,"['vous', ""m'""]",2,0.5
J'aime bien courir le matin en été.,A1,8,"[""j'"", 'bien', 'le ', 'en ']",4,0.5
"Et aujourd'hui, je suis artiste.",A1,6,"['et ', 'aujourd', 'hui', 'je ', 'suis']",5,0.8333333333333334
Je suis américain.,A1,3,"['je ', 'suis']",2,0.6666666666666666
Pour le dessert il y a de la mousse au chocolat.,A1,11,"['pour', 'le ', 'dessert', 'il ', 'y a ', 'a de', 'de ', 'la ', 'mousse', 'au ', 'chocolat']",11,1.0
Il est employé,A1,3,"['il ', 'est ']",2,0.6666666666666666
C'est bientôt l'anniversaire de Julie.,A1,7,"[""c'"", 'est ', 'anniversaire', 'de ', 'julie']",5,0.7142857142857143
C'est une charmante ville.,A1,5,"[""c'"", 'est ', 'une ', 'charmante', 'ville']",5,1.0
Est-ce que le professeur Omar est libre ?,A1,8,"['est-', 'ce ', 'que', 'le ', 'omar', 'est ']",6,0.75
"Bonjour, c'est mon dernier jour dans cette école.",A1,9,"['bonjour', ""c'"", 'est ', 'mon', 'jour ', 'dans']",6,0.6666666666666666
J'espères que tu vas bien,A1,6,"[""j'"", 'que', 'tu ', 'vas', 'bien']",5,0.8333333333333334
"Même si Limoges est une grande ville, elle n'a rien à voir avec Paris !",A1,15,"['même', 'si ', 'limoges', 'est ', 'une ', 'ville', 'elle', ""n'a "", 'a rien', 'rien', 'voir', 'avec', 'paris']",13,0.8666666666666667
J'ai passé une très bonne journée de vacances.,A1,9,"[""j'ai"", 'ai ', 'passé', 'une ', 'de ']",5,0.5555555555555556
Nous allons à la plage.,A1,5,"['nous', 'allons', 'la ', 'plage']",4,0.8
Quel est ton numéro de téléphone ?,A1,6,"['quel', 'est ', 'ton ', 'numéro', 'de ']",5,0.8333333333333334
C'est ma meilleure amie,A1,5,"[""c'"", 'est ', 'ma ', 'amie']",4,0.8
L'addition s'il-vous-plaît !,A1,6,"[""s'il"", 'il-', 'vous']",3,0.5
"Salut, moi c'est Laura.",A1,5,"['moi', ""c'"", 'est ', 'laura']",4,0.8
"Je veux dire, vraiment triste.",A1,5,"['je ', 'veux', 'dire', 'triste']",4,0.8
Il joue de la guitare dans un bar.,A1,8,"['il ', 'joue', 'de ', 'la ', 'guitare', 'dans', 'un', 'bar']",8,1.0
"Le soir en hiver, j'aime bien lire près de la cheminée et faire de la cuisine.",A1,17,"['le ', 'soir', 'en ', ""j'"", 'bien', 'lire', 'de ', 'la ', 'et ', 'de ', 'la ']",11,0.6470588235294118
"Le quartier est tranquille et agréable, et pas trop loin de l'Université",A1,13,"['le ', 'est ', 'et ', 'et ', 'pas', 'trop', 'loin', 'de ']",8,0.6153846153846154
Tu prends une douche et tu vas au lit.,A1,9,"['tu ', 'prends', 'une ', 'douche', 'et ', 'tu ', 'vas', 'au ', 'lit']",9,1.0
J'aime beaucoup l'école,A1,5,"[""j'""]",1,0.2
Il fait très chaud ce matin à la plage.,A1,9,"['il ', 'fait', 'chaud ', 'ce ', 'la ', 'plage']",6,0.6666666666666666
Mais où est Alice ?,A1,4,"['mais', 'est ']",2,0.5
Je vous coupe les cheveux comme cela ?,A1,7,"['je ', 'vous', 'les ', 'comme', 'cela']",5,0.7142857142857143
"C'est pratique pour aller d'un centre commercial à un autre, pour aller à l'école, à la piscine, au stade ou encore au théâtre, parce que la ville est très grande",A1,33,"[""c'"", 'est ', 'pour', 'aller ', ""d'un"", 'un', 'centre', 'un', 'pour', 'aller ', 'la ', 'piscine', 'au ', 'stade ', 'encore', 'au ', 'que', 'la ', 'ville', 'est ']",20,0.6060606060606061
C'est aussi le moment idéal pour profiter de l'eau et aller nager à la mer ou à la piscine.,A1,21,"[""c'"", 'est ', 'aussi ', 'le ', 'pour', 'de ', 'eau ', 'et ', 'aller ', 'nager', 'la ', 'mer ', 'la ', 'piscine']",14,0.6666666666666666
C'est fantastique ! Merci beaucoup.,A1,5,"[""c'"", 'est ', 'fantastique', 'merci ']",4,0.8
"Il trouve qu'il fait trop chaud, alors il s'est ennuyé",A1,12,"['il ', ""qu'"", 'il ', 'fait', 'trop', 'alors ', 'il ', ""s'"", 'est ']",9,0.75
Changer de vie.,A1,3,"['de ', 'vie']",2,0.6666666666666666
Il croit que nous avons raison.,A1,6,"['il ', 'que', 'nous', 'avons ']",4,0.6666666666666666
C'est haut là-haut !,A1,5,"[""c'"", 'est ', 'haut', 'haut']",4,0.8
Marc n'est pas très grand,A1,6,"['marc', ""n'"", 'est ', 'pas', 'grand']",5,0.8333333333333334
"Mon frère Patrice est plus jeune que moi, il va à l'école des petits.",A1,15,"['mon', 'patrice', 'est ', 'plus', 'que', 'moi', 'il ', 'va ', 'des ', 'petits']",10,0.6666666666666666
On va manger dans le jardin.,A1,6,"['on ', 'va ', 'dans', 'le ']",4,0.6666666666666666
"Dans la classe, il est interdit de fumer",A1,8,"['dans', 'la ', 'classe', 'il ', 'est ', 'de ', 'fumer']",7,0.875
Elle s'appelle Folio et elle a un an.,A1,9,"['elle', ""s'"", 'et ', 'elle', 'a un', 'un']",6,0.6666666666666666
Parlez-moi de votre maison.,A1,5,"['parlez', 'moi', 'de ', 'votre']",4,0.8
"Son mari, lui, n'aime pas beaucoup la mer",A1,9,"['son ', 'mari', 'lui', ""n'"", 'pas', 'la ', 'mer']",7,0.7777777777777778
Aimerais-tu un verre?,A1,4,"['tu ', 'un', 'verre']",3,0.75
Je suis fatigué.,A1,3,"['je ', 'suis']",2,0.6666666666666666
"C'est peut-être une petite soeur, un gentil chat comme moi .",A1,12,"[""c'"", 'est ', 'peut', 'une ', 'petite', 'soeur', 'un', 'gentil', 'chat', 'comme', 'moi']",11,0.9166666666666666
"Je m'appelle Jessica. Je suis une fille, je suis française et j'ai treize ans.",A1,16,"['je ', ""m'"", 'jessica', 'je ', 'suis', 'une ', 'je ', 'suis', 'et ', ""j'ai"", 'ai ', 'ans']",12,0.75
je réunis tous ceux qui j'aime bien pour fêter l'arrivée de l'été.,A1,15,"['je ', 'tous', 'ceux', 'qui', ""j'"", 'bien', 'pour', 'de ']",8,0.5333333333333333
"Excusez-moi, je me suis perdu. Pouvez-vous m'aider ?",A1,10,"['excusez', 'moi', 'je ', 'me ', 'suis', 'vous', ""m'""]",7,0.7
Bonjour à tous et bienvenue à la formation.,A1,8,"['bonjour', 'tous', 'et ', 'bienvenue', 'la ']",5,0.625
"Elle a trois enfants, deux garçons et une fille.",A1,9,"['elle', 'deux', 'et ', 'une ']",4,0.4444444444444444
"Et ce qui se passe si, tout d'un coup, nous pensons notre assiette.",A1,14,"['et ', 'ce ', 'qui', 'se ', 'passe', 'tout', ""d'un"", 'un', 'coup', 'nous', 'assiette']",11,0.7857142857142857
"Ici, il fait toujours chaud.",A1,5,"['ici', 'il ', 'fait']",3,0.6
"Le soir, je me cuche tôt parce que je dois être toujours en bonne forme.",A1,15,"['le ', 'soir', 'je ', 'me ', 'cuche ', 'tôt ', 'que', 'je ', 'dois', 'en ', 'forme']",11,0.7333333333333333
Ma maison est grande,A1,4,"['ma ', 'est ']",2,0.5
Papa est en voyage jusqu'à demain.,A1,7,"['papa', 'est ', 'en ', 'jusqu']",4,0.5714285714285714
"Peux-tu me donner l'heure du déjeuner, la date et l'adresse de ton appartement",A1,16,"['peux', 'tu ', 'me ', 'du ', 'la ', 'date', 'et ', 'de ', 'ton ']",9,0.5625
"Enfin, on trouve aussi le blanc, comme la neige, et le noir, comme la nuit.",A1,15,"['on ', 'aussi ', 'le ', 'comme', 'la ', 'et ', 'le ', 'noir', 'comme', 'la ', 'nuit']",11,0.7333333333333333
"Parfait, alors un plat du jour, s'il vous plaît.",A1,10,"['alors ', 'un', 'plat', 'du ', 'jour', ""s'il"", 'il ', 'vous']",8,0.8
Mais les chiens et les chats ne s'aiment pas beaucoup .,A1,11,"['mais', 'les ', 'et ', 'les ', 'chats', 'ne ', ""s'"", 'aiment', 'pas']",9,0.8181818181818182
"Ce n'est pas étonnant, car c'est une saison mystérieuse",A1,11,"['ce ', ""n'"", 'est ', 'pas', 'car ', ""c'"", 'est ', 'une ']",8,0.7272727272727273
"Elle donne sur le jardin, vous y serez très bien.",A1,10,"['elle', 'sur ', 'le ', 'vous', 'serez', 'bien']",6,0.6
"Je m'appelle Bob, je suis médecin et j'ai 35 ans.",A1,12,"['je ', ""m'"", 'bob', 'je ', 'suis', 'et ', ""j'ai"", 'ai ', 'ans']",9,0.75
À la semaine prochaine.,A1,4,['la '],1,0.25
Je propose que tout le monde apporte quelque chose à manger.,A1,11,"['je ', 'que', 'tout', 'le ']",4,0.36363636363636365
"Moi aussi, je veux aller me promener !",A1,7,"['moi', 'je ', 'veux', 'aller ', 'me ', 'promener']",6,0.8571428571428571
Il travaille en ville.,A1,4,"['il ', 'en ', 'ville']",3,0.75
À bientôt.,A1,2,[],0,0.0
Merci.,A1,1,['merci'],1,1.0
Parlez-moi de votre famille.,A1,5,"['parlez', 'moi', 'de ', 'votre']",4,0.8
J'ai deux frères,A1,4,"[""j'ai"", 'ai ', 'deux']",3,0.75
Tu es américain et elle est anglaise.,A1,7,"['tu ', 'es ', 'et ', 'elle', 'est ']",5,0.7142857142857143
"Excusez-moi, je me suis perdu.",A1,6,"['excusez', 'moi', 'je ', 'me ', 'suis']",5,0.8333333333333334
Le restaurant est sur votre gauche,A1,6,"['le ', 'restaurant', 'est ', 'sur ', 'votre']",5,0.8333333333333334
Nous allons à Paris pour prendre un train.,A1,8,"['nous', 'allons', 'paris ', 'pour', 'un']",5,0.625
Alors comment ça marche ?,A1,4,"['alors ', 'comment ', 'marche']",3,0.75
Je vais revenir avec les enfants la semaine prochaine.,A1,9,"['je ', 'vais', 'avec', 'les ', 'la ']",5,0.5555555555555556
J'ouvre la porte.,A1,4,"[""j'"", 'la ', 'porte']",3,0.75
"Par contre, les sports d'équipe comme le foot ou le basket, je n'aime pas du tout !",A1,18,"['par', 'contre', 'les ', 'comme', 'le ', 'foot', 'le ', 'basket', 'je ', ""n'"", 'pas', 'du ', 'tout']",13,0.7222222222222222
C'est un spectacle magique,A1,5,"[""c'"", 'est ', 'un', 'magique']",4,0.8
À quelle heure on part,A1,5,"['on ', 'part']",2,0.4
Tu es très sympa.,A1,4,"['tu ', 'es ', 'sympa']",3,0.75
"Mon ordinateur ne fonctionne plus, je dois le changer.",A1,9,"['mon', 'ordinateur', 'ne ', 'plus', 'je ', 'dois', 'le ']",7,0.7777777777777778
Très bonne journée à toi !,A1,5,['toi'],1,0.2
"Je n'aime pas la pluie, surtout pendant les vacances.",A1,10,"['je ', ""n'"", 'pas', 'la ', 'les ']",5,0.5
Comment t'appelles-tu ?,A1,4,"['comment ', ""t'"", 'appelles']",3,0.75
Comment tu t'appelles ?,A1,4,"['comment ', 'tu ', ""t'"", 'appelles']",4,1.0
Tu penses que la bibliothèque est ouverte ?,A1,7,"['tu ', 'penses', 'que', 'la ', 'est ']",5,0.7142857142857143
A bientôt !,A1,2,[],0,0.0
J'ouvre la porte et le chien court à l'extérieur.,A1,11,"[""j'"", 'la ', 'porte', 'et ', 'le ']",5,0.45454545454545453
"Quelque chose qui nous a rapproché c'est que toutes les deux on était assez rebelles et assez euh, on aimait bien faire des choses qui sortaient un peu de l'ordinaire.",A1,32,"['qui', 'nous', ""c'"", 'est ', 'que', 'les ', 'deux', 'on ', 'et ', 'euh', 'on ', 'aimait', 'bien', 'des ', 'qui', 'un', 'peu ', 'de ']",18,0.5625
Paul a le numéro de téléphone de Marie.,A1,8,"['paul', 'a le', 'le ', 'numéro', 'de ', 'de ']",6,0.75
Nous avons un cours de Français.,A1,6,"['nous', 'avons ', 'un', 'de ']",4,0.6666666666666666
"Ca va, merci.",A1,3,"['ca ', 'merci']",2,0.6666666666666666
Moi je m'appelle Lien.,A1,5,"['moi', 'je ', ""m'"", 'lien']",4,0.8
J'écris un peu.,A1,4,"[""j'"", 'un', 'peu']",3,0.75
Il fait toujours chaud,A1,4,"['il ', 'fait']",2,0.5
Le chat et la souris.,A1,5,"['le ', 'chat', 'et ', 'la ', 'souris']",5,1.0
J'ai des cours de méchanique et d'informatique.,A1,9,"[""j'ai"", 'ai ', 'des ', 'de ', 'et ', 'informatique']",6,0.6666666666666666
Son appartement est loin de l'Université.,A1,7,"['son ', 'est ', 'loin', 'de ']",4,0.5714285714285714
J'aime le sport.,A1,4,"[""j'"", 'le ']",2,0.5
Je regarde les oiseaux à travers la fenêtre de ma chambre.,A1,11,"['je ', 'les ', 'la ', 'de ', 'ma ']",5,0.45454545454545453
J'aime les pommes de terre.,A1,6,"[""j'"", 'les ', 'de ']",3,0.5
Mais que fait Jules ?,A1,4,"['mais', 'que', 'fait']",3,0.75
"Ici, tout est immense, il y a du monde partout, les gens sont pressés, . c'est impressionnant !",A1,17,"['ici', 'tout', 'est ', 'il ', 'y a ', 'du ', 'les ', 'gens', 'sont', ""c'"", 'est ']",11,0.6470588235294118
"Enfin, l'été arrive à la fin du mois de juin.",A1,11,"['la ', 'fin ', 'du ', 'mois', 'de ', 'juin']",6,0.5454545454545454
Merci pour cette histoire et bonne année !,A1,7,"['merci ', 'pour', 'et ']",3,0.42857142857142855
"Je vois trois pommes de terre, mais elles ne sont pas bonnes.",A1,12,"['je ', 'vois', 'de ', 'mais', 'elles ', 'ne ', 'sont', 'pas']",8,0.6666666666666666
L'été c'est le 21 juin et les beaux jours sont là !,A1,13,"[""c'"", 'est ', 'le ', 'juin', 'et ', 'les ', 'jours', 'sont']",8,0.6153846153846154
Je rentre à la maison à 19 heures,A1,8,"['je ', 'rentre', 'la ']",3,0.375
Le chat s'est alors accroché au coussin et Simon ne l'a pas vu.,A1,15,"['le ', 'chat', ""s'"", 'est ', 'alors ', 'au ', 'coussin', 'et ', 'simon', 'ne ', ""l'a "", 'a pas ', 'pas']",13,0.8666666666666667
Merci beaucoup pour cette histoire.,A1,5,"['merci ', 'pour']",2,0.4
"Votre nom, comment ça s'écrit ?",A1,6,"['votre', 'nom', 'comment ', ""s'""]",4,0.6666666666666666
Je conduis la voiture.,A1,4,"['je ', 'conduis', 'la ']",3,0.75
"Je suis dans le bus, j'arrive dans 5 minutes.",A1,10,"['je ', 'suis', 'dans', 'le ', 'bus', ""j'"", 'dans']",7,0.7
Il fait beau aujourd'hui !,A1,5,"['il ', 'fait', 'beau', 'aujourd', 'hui']",5,1.0
Pourquoi on ne peut pas jouer avec Jules et Alice ?,A1,10,"['on ', 'ne ', 'peut', 'pas', 'avec', 'jules ', 'et ']",7,0.7
"Salut! Je suis espagnole, et toi?",A1,6,"['je ', 'suis', 'et ', 'toi']",4,0.6666666666666666
Vraiment?,A1,1,[],0,0.0
"Et toi, tu es toujours cuisinier ?",A1,6,"['et ', 'toi', 'tu ', 'es ', 'cuisinier']",5,0.8333333333333334
J'ai hâte !,A1,3,"[""j'ai"", 'ai ', 'hâte']",3,1.0
"C'est d'accord pour samedi, je viens avec ma soeur Katrine.",A1,12,"[""c'"", 'est ', 'accord', 'pour', 'je ', 'avec', 'ma ', 'soeur', 'katrine']",9,0.75
Ils y vont à pied.,A1,5,"['ils ', 'vont', 'pied']",3,0.6
Le test de niveau en français est sur le site Internet de l'école.,A1,14,"['le ', 'test', 'de ', 'en ', 'est ', 'sur ', 'le ', 'site', 'internet', 'de ']",10,0.7142857142857143
J'ai éteint le feu.,A1,5,"[""j'ai"", 'ai ', 'le ', 'feu']",4,0.8
Je vais au travail en transports tous les jours.,A1,9,"['je ', 'vais', 'au ', 'en ', 'tous', 'les ', 'jours']",7,0.7777777777777778
C'est un métier très complet.,A1,6,"[""c'"", 'est ', 'un']",3,0.5
J'ai perdu ma montre.,A1,5,"[""j'ai"", 'ai ', 'ma ']",3,0.6
Vous allez au restaurant.,A1,4,"['vous', 'au ', 'restaurant']",3,0.75
Viens ici!,A1,2,['ici'],1,0.5
"Le soir, elle a dîné dans un restaurant avec son frère",A1,11,"['le ', 'soir', 'elle', 'dîné', 'dans', 'un', 'restaurant', 'avec', 'son ']",9,0.8181818181818182
"Il y a 5 ans, ma famille et moi avons déménagé dans le sud de la France",A1,17,"['il ', 'y a ', 'ans', 'ma ', 'et ', 'moi', 'avons ', 'dans', 'le ', 'sud ', 'de ', 'la ', 'france']",13,0.7647058823529411
Quelle est la date du mariage ?,A1,6,"['est ', 'la ', 'date', 'du ']",4,0.6666666666666666
Je n'ai aucune nouvelle depuis son départ,A1,8,"['je ', ""n'ai"", 'ai ', 'son ', 'départ']",5,0.625
J'ai déjà mangé.,A1,4,"[""j'ai"", 'ai ', 'déjà']",3,0.75
Je m'inquiète beaucoup pour notre relation.,A1,7,"['je ', ""m'"", 'pour']",3,0.42857142857142855
Vous vous levez à quelle heure ?,A1,6,"['vous', 'vous', 'levez']",3,0.5
Merci pour l'effort.,A1,4,"['merci ', 'pour', 'effort']",3,0.75
Je regarde un film en allemand.,A1,6,"['je ', 'un', 'film', 'en ']",4,0.6666666666666666
Mon ami ne répond pas au téléphone.,A1,7,"['mon', 'ami ', 'ne ', 'pas', 'au ']",5,0.7142857142857143
Le chaufffeur de bus est en retard.,A1,7,"['le ', 'de ', 'bus ', 'est ', 'en ', 'retard']",6,0.8571428571428571
L'une s'appelle Jennifer et elle a 21 ans et l'autre s'appelle Ashley et elle a 22 ans,A1,21,"['une ', ""s'"", 'jennifer', 'et ', 'elle', 'ans ', 'et ', ""s'"", 'ashley', 'et ', 'elle', 'ans']",12,0.5714285714285714
Je vais à l'école pendant la journée. Mon père s'appelle Alain.,A1,13,"['je ', 'vais', 'la ', 'mon', 'père', ""s'""]",6,0.46153846153846156
Je fais ma toilette et je prends mon petit déjeuner,A1,10,"['je ', 'fais', 'ma ', 'toilette', 'et ', 'je ', 'prends', 'mon', 'petit ']",9,0.9
J'ai deux voisins.,A1,4,"[""j'ai"", 'ai ', 'deux']",3,0.75
Le paysage devient tout blanc à cause de la neige et de la glace.,A1,14,"['le ', 'tout', 'blanc ', 'cause', 'de ', 'la ', 'et ', 'de ', 'la ']",9,0.6428571428571429
"Je vais à l'école à Nice, mais j'habite à Cagnes-Sur-Mer",A1,14,"['je ', 'vais', 'nice', 'mais', ""j'"", 'cagnes', 'sur-', 'mer']",8,0.5714285714285714
Mon papa est italien et il est fleuriste,A1,8,"['mon', 'papa', 'est ', 'et ', 'il ', 'est ']",6,0.75
J'aime beaucoup lire et je nage très bien,A1,9,"[""j'"", 'lire', 'et ', 'je ', 'nage', 'bien']",6,0.6666666666666666
Nous jouons dans le jardin quand il fait beau ou dans la maison quand il pleut.,A1,16,"['nous', 'dans', 'le ', 'il ', 'fait', 'beau', 'dans', 'la ', 'il ', 'pleut']",10,0.625
Peut-être que je devrais avancer un peu mon réveil pour éviter ça,A1,13,"['peut', 'que', 'je ', 'devrais', 'un', 'peu ', 'mon', 'pour']",8,0.6153846153846154
"Ce sera inoubliable, j'en suis sûr!",A1,7,"['ce ', 'sera', ""j'en"", 'en ', 'suis', 'sûr']",6,0.8571428571428571
Ça te dérange si je fume?,A1,6,"['te ', 'si ', 'je ', 'fume']",4,0.6666666666666666
Tu es ridicule.,A1,3,"['tu ', 'es ', 'ridicule']",3,1.0
Il a les yeux marron.,A1,5,"['il ', 'a les ', 'les ', 'marron']",4,0.8
"J'étais assez calme, j'avais beaucoup de copains et je passais des heures avec eux tous les jours",A1,19,"[""j'"", ""j'"", 'avais ', 'de ', 'copains', 'et ', 'je ', 'passais ', 'des ', 'avec', 'eux', 'tous', 'les ', 'jours']",14,0.7368421052631579
Nous sommes en retard.,A1,4,"['nous', 'sommes', 'en ', 'retard']",4,1.0
"Sur la table, il y a un chat noir, un petit livre, un vase, une assiette et un sac",A1,19,"['sur ', 'la ', 'il ', 'y a ', 'a un', 'un', 'chat', 'noir', 'un', 'petit ', 'un', 'vase', 'une ', 'assiette', 'et ', 'un', 'sac']",17,0.8947368421052632
Je suis arrivée il y a un mois et j'habite en colocation avec deux copines,A1,16,"['je ', 'suis', 'il ', 'y a ', 'a un', 'un', 'mois', 'et ', ""j'"", 'en ', 'colocation', 'avec', 'deux']",13,0.8125
"Je cherche cette adresse, vous pouvez m'aider ?",A1,8,"['je ', 'vous', ""m'""]",3,0.375
Ils sont pas chers,A1,4,"['ils ', 'sont', 'pas']",3,0.75
Je vous vends des livres.,A1,5,"['je ', 'vous', 'vends', 'des ']",4,0.8
Mon fils est né ce matin.,A1,6,"['mon', 'fils', 'est ', 'ce ']",4,0.6666666666666666
"Le chat a voulu s'asseoir dans le fauteuil, mais Simon n'a pas voulu.",A1,15,"['le ', 'chat', ""s'"", 'asseoir', 'dans', 'le ', 'fauteuil', 'mais', 'simon', ""n'a "", 'a pas ', 'pas']",12,0.8
"Une carafe d'eau, s'il vous plaît.",A1,8,"['une ', 'carafe', ""d'eau"", 'eau', ""s'il"", 'il ', 'vous']",7,0.875
Il fait beau dehors.,A1,4,"['il ', 'fait', 'beau', 'dehors']",4,1.0
On peut sortir tous les jours dans les bars ou en boîte,A1,12,"['on ', 'peut', 'tous', 'les ', 'jours', 'dans', 'les ', 'bars', 'en ']",9,0.75
Je prends mon petit-déjeuner dans la cuisine.,A1,8,"['je ', 'prends', 'mon', 'petit-', 'dans', 'la ']",6,0.75
"Et là en revanche, ça pourrait me servir.",A1,8,"['et ', 'en ', 'me ']",3,0.375
Ils étaient là,A1,3,['ils '],1,0.3333333333333333
Je m'appelle Marie.,A1,4,"['je ', ""m'""]",2,0.5
Mon mari est professeur d'anglais dans une école qui se trouve à 20 kilomètres de la maison.,A1,18,"['mon', 'mari', 'est ', 'dans', 'une ', 'qui', 'se ', 'de ', 'la ']",9,0.5
J'ai soif.,A1,3,"[""j'ai"", 'ai ', 'soif']",3,1.0
"Les parents de mon mari habitent très loin de chez nous, mais mes parents ont une maison à quelques kilomètres de la nôtre",A1,23,"['les ', 'de ', 'mon', 'mari', 'habitent', 'loin', 'de ', 'chez', 'nous', 'mais', 'mes ', 'ont ', 'une ', 'de ', 'la ']",15,0.6521739130434783
Je souhaiterais vous rencontrer à ce sujet.,A1,7,"['je ', 'vous', 'ce ']",3,0.42857142857142855
"Elle est très sportive, elle adore la nature et elle a horreur d'aller dans les discothèques.",A1,17,"['elle', 'est ', 'sportive', 'elle', 'adore', 'la ', 'et ', 'elle', 'aller ', 'dans', 'les ']",11,0.6470588235294118
Le soir vous pouvez faire un tour en bateau jusqu'à la Tour Eiffel.,A1,14,"['le ', 'soir', 'vous', 'un', 'tour', 'en ', 'bateau', 'jusqu', 'la ', 'tour', 'eiffel']",11,0.7857142857142857
Il y a un quartier très agréable pour aller se balader,A1,11,"['il ', 'y a ', 'a un', 'un', 'pour', 'aller ', 'se ']",7,0.6363636363636364
Le train de ma soeur arrive à 20h05,A1,8,"['le ', 'de ', 'ma ', 'soeur']",4,0.5
"Oui, je suis à Paris depuis vingt jours à peine.",A1,10,"['oui', 'je ', 'suis', 'paris ', 'jours']",5,0.5
"Je ne mange pas viande, je suis végétarienne.",A1,8,"['je ', 'ne ', 'pas', 'viande', 'je ', 'suis']",6,0.75
Jean va tous les jours à la plage,A1,8,"['jean', 'va ', 'tous', 'les ', 'jours', 'la ', 'plage']",7,0.875
Ils ont passé une très bonne soirée,A1,7,"['ils ', 'ont ', 'passé', 'une ']",4,0.5714285714285714
Il regarde la télévision.,A1,4,"['il ', 'la ']",2,0.5
"Contre le mur, il y a une grande affiche",A1,9,"['contre', 'le ', 'mur', 'il ', 'y a ', 'une ', 'affiche']",7,0.7777777777777778
Il a cinq heures de français par semaine.,A1,8,"['il ', 'cinq', 'de ', 'par']",4,0.5
Je mets mon portable dans la poche de ma veste.,A1,10,"['je ', 'mets', 'mon', 'portable', 'dans', 'la ', 'de ', 'ma ', 'veste']",9,0.9
Je partirai demain matin à la première heure pour ne pas rater mon avion.,A1,14,"['je ', 'partirai', 'la ', 'pour', 'ne ', 'pas', 'rater', 'mon']",8,0.5714285714285714
Peux-tu parler plus lentement?,A1,5,"['peux', 'tu ', 'plus']",3,0.6
Elle est venue voir en bas si ça lui convenait.,A1,10,"['elle', 'est ', 'voir', 'en ', 'bas ', 'si ', 'lui ', 'convenait']",8,0.8
"Bon, la première chose bien sûr, il faut être comédien.",A1,10,"['bon', 'la ', 'bien', 'sûr', 'il ', 'faut']",6,0.6
Je suis une passionnée de montagne.,A1,6,"['je ', 'suis', 'une ', 'de ']",4,0.6666666666666666
"Le bébé pleure depuis des heures, il a faim.",A1,9,"['le ', 'bébé', 'pleure', 'des ', 'il ', 'faim']",6,0.6666666666666666
Julie est à Lausanne pour un mois.,A1,7,"['julie', 'est ', 'lausanne', 'pour', 'un', 'mois']",6,0.8571428571428571
J'aime la musique classique et le rock.,A1,8,"[""j'"", 'la ', 'et ', 'le ', 'rock']",5,0.625
Je commande du poisson avec de la purée.,A1,8,"['je ', 'du ', 'avec', 'de ', 'la ']",5,0.625
Un technicien fait le nécessaire et vous rappelle dans une heure environ.,A1,12,"['un', 'technicien', 'fait', 'le ', 'et ', 'vous', 'dans', 'une ']",8,0.6666666666666666
