sentence;difficulty
Une semaine après le drame, il s'agit de limiter les dégâts;A2
Nous vous remercions de votre compréhension et nous vous souhaitons une excellente journée.;A2
""" à ses proches";A2
Elle raconte leur quotidien à travers les enfants qu'elle a aussi aidés à faire leurs devoirs;A2
Mon chapeau s'est envolé quand je suis monté sur le voilier.;A2
Vous aimez l'aventure ?;A2
Tout savoir avant d'adopter un chat.;A2
Je te dis à très bientôt pour une rentrée des classes en pleine forme Le matin, Théo se lève à six heures;A2
Toutes ces fêtes ont le même but : remercier les mamans pour ce qu'elles font toute l'année !;A2
C'est un gentil bouledogue qui aime les câlins.;A2
"la préposition ""malgré"" signifie contre la volonté de quelqu'un.";A2
Tu as réussi ton examen de maths ?;A2
Elle allait vers le sud où il faisait moins froid.;A2
Il est possible de faire du vélo dans un parc autour d'une citadelle fortifiée.;A2
En attendant la retraite.;A2
Jules fait beaucoup de bruit derrière la porte.;A2
Et en fait, le cheveu est capable d'absorber jusqu'à huit fois son poids en hydrocarbure;A2
Il est intéressant de noter que jusqu'en 1995, le Festival de Deauville n'était pas compétitif;A2
Merci beaucoup pour toutes le belles histoires que je trouve très utiles pour améliorer mon français.;A2
Nous passons de bons moments à jouer ensemble dans le jardin.;A2
Comment les reconnaître?;A2
Son utopie était celle d'un monde sans argent.;A2
Pendant que la salle se remplit petit à petit, un étage en-dessous, c'est l'effervescence;A2
Les parents de banlieue se sont organisés pour les devoirs des enfants.;A2
Les médecins disent souvent qu'on doit boire un verre de vin rouge après les repas.;A2
Le temps s'achève.;A2
"Ce licol : Le terme licol"" n'est plus très utilisé.";A2
Ça va durer encore longtemps ?;A2
Tu voudrais aller à la plage cet après-midi pour chercher des coquillages ?;A2
En Ethiopie, la date de la Fête des mères n'est ni fixe, ni déterminée à l'avance : elle dépend directement de la fin de la période des pluies !;A2
Mon frère Patrice est plus jeune que moi;A2
J'ai commencé ma journée en jouant du piano.;A2
Le 8 juillet, j'ai supprimé l'eau et le lait.;A2
Des enfants en choeur : Des petits pois avec de la salade !;A2
Je me demande si les fourmis dorment.;A2
Pour nous reposer, nous avons bu un verre en terrasse;A2
Ensuite, il se sèche très vite les cheveux pour aller manger son petit déjeuner.;A2
Elle est devenue au fil du temps une fête chrétienne.;A2
Quel est l'objet que le berger doit jeter au cou du dragon ?;A2
Aujourd'hui, elle fait encore partie des plus exposées;A2
Où étais-tu hier soir aux alentours de dix heure ?;A2
Mon petit frère a pris le bus public pour aller jouer au football avec ses copains.;A2
Finalement, que réalise le berger une fois qu'il a repris ses esprits ?;A2
Il donna cette feuille à l'alouette, et lui ordonna de la laisser tomber sur la tête du dragon.;A2
Les hommes la découpent et la placent au-dessus de la flamme.;A2
Une histoire très touchante, servie par la plume d'Anna Gavalda qui n'a pas son pareil pour dire simplement les émotions et les sentiments les plus forts.;A2
Nous avons l'habitude d'acheter quinze pommes, ce sont elles qui les comptent et les mettent dans notre panier.;A2
En fait, j'étais végétarien pendant longtemps, mais j'ai fini par changer de régime, parce qu'à mon avis, les plats végétariens ont un goût fade.;A2
Je ne suporte pas les plats gras.;A2
Vous pleuriez beaucoup. Pourquoi ?;A2
Il fumait un paquet de cigarettes par jour avant d'arrêter.;A2
N'oubliez pas votre appareil photo !;A2
La Corse est une petite île au sud de la France, dans la mer Méditerranée.;A2
Il vint l'embrasser avant de rejoindre la cuisine.;A2
Il agite son petit nez rose quand il me voit Ma grand-mère fait des gâteaux tous les jours;A2
Cet homme a une belle allure.;A2
Le chemin est encore long pour que l'animé français soit à la hauteur de ses prestigieux concurrents.;A2
Bonsoir, J'ai une réservation pour 21h au nom de Smith.;A2
Elle aimait beaucoup le Congo, mais elle a dû renter en France au bout d'un an.;A2
C'est même la première fois que nous voyons deux ouragans majeurs se produire au mois de novembre;A2
Nous passions les grandes vacances à Valras, dans le sud de la France;A2
Au moment de payer, notre petit garçon est toujours volontaire;A2
Donne-moi la serviette !;A2
Enseigner à apprendre, même par ceux qui ne réussissent pas.;A2
Et puis surtout, j'attendais ton arrivée;A2
Le lundi, David reste toute la journée à l'école. Souvent, le soir, il pratique une activité musicale : le piano.;A2
Nous avons assez mangé, nous ne voulons plus de gâteaux ni de sucreries.;A2
Enfin, Pâques n'a pas de date fixe, c'est un dimanche compris entre le 22 mars et le 25 avril;A2
La famille Chanel découvre la maison dans laquelle elle va passer sa première semaine de vacances.;A2
Une foule se forme à la sortie du théâtre et se lance dans une série de mises à sac de demeures appartenant à des représentants de l'autorité royale, avant d'être réprimée dans le sang par l'infanterie;A2
Je l'ai revu depuis noyé de carburant;A2
Nous nous installions dans la maison de vacances, puis nous prenions l'apéritif avec les voisins;A2
Le nombre de manifestants varie d'une année à l'autre selon la popularité du gouvernement en place.;A2
Tous les matins, il suit la même routine : il commence par se laver le visage avant de prendre une douche.;A2
Aujourd'hui, c'est une tarte aux framboises avec de la confiture faite maison;A2
La poitrine désigne aussi les seins d'une femme.;A2
Le plus inquiétant c'est que la Scandinavie avait déjà battu des records de chaleur pendant l'été 2018;A2
C'est le plat préféré de Manon;A2
A quelle saison, les serpents vont dormir dans la terre ?;A2
C'est comme ça qu'est née l'association Éco Cocotte;A2
Chaque année, vous pouvez acheter du matériel professionnel à bas prix et, nouveauté de cette année, vous pouvez suivre une classe avec un chef !;A2
Mais le rocher était fermé.;A2
Réponds-moi vite et fais ta réservation pour venir.;A2
Tu as aimé ce livre de poésies ?;A2
Je répare votre voiture.;A2
Le temps sera gris;A2
"Je lui apporte parfois des bonbons, du chocolat ; au début, elle refusait toujours, maintenant, elle les prend, avec un sourire.";B1
Au bout de trois ans et trois jours, le prince a enfin découvert l'enchanteresse?;B1
Le massacre est commémoré sur le drapeau de la ville de Chicago par sa première étoile rouge;B1
Le chef cuisine des spécialités de la région avec des produits de saison.;B1
C'est justement ce que tentent de faire les associations de prévention en effectuant un travail de longue haleine.;B1
Bruxelles est en droit de défendre les politiques qu'elle conduit.;B1
Tu as continué à penser à ton amant disparu.;B1
Il allait devoir passer l'hiver ici, dans la forêt, en attendant d'être guérit.;B1
Regardez-moi ce tas de feuilles !;B1
La compagnie qui le gère est à majorité anglaise.;B1
L'objectif est désormais pour les scientifiques de retrouver cette météorite sur le terrain !;B1
Choisir un logement n'est pas évident: certains achètent un appartement en ville, d'autres préfèrent une maison à la campagne.;B1
Si j'ai un accident, mon coeur ou mon foie pourront être utilisés.;B1
Les piscines partagées par exemple ou ce genre de chose, là je me suis dit, cet été, bof quoi.;B1
La majorité des Français ne restent pas dans leur région durant les vacances d'été;B1
Je mets tous mes efforts et toute mon énergie exclusivement dans le travail.;B1
Pour lui, parler sa langue maternelle avec ses filles, c'est surtout transmettre quelque chose de sa culture.;B1
Pour beaucoup de cyclistes, la récompense après plusieurs heures de route, c'est la découverte des merveilles architecturales de la région.;B1
"""Quand j'ai appris la nouvelle, je me suis dit : 'On va s'entretuer'"", rapporte-t-elle au quotidien économique américain.";B1
Il est impératif de tenir votre chien en laisse lorsque vous le promenez.;B1
Je commence par un petit-déjeuner dans un café près de l'Arc de Triomphe avec des croissants délicieux;B1
Remarquez bien que les nez ont été faits pour porter des lunettes, aussi avons-nous des lunettes.;B1
Qui a aidé le paysan à tromper le démon ?;B1
En Allemagne, par exemple, on n'a pas cours l'après-midi, tandis que nous restons au collège jusqu'à 17 heures.;B1
Nous ne voulions pas d'ascenseur, mais un voisin qui loue son appartement en voulait absolument un pour attirer les touristes.;B1
En me massant, il a soulagé ma douleur.;B1
Vous deviez rendre des comptes à la justice pour vos crimes.;B1
À vingt ans, le prince était d'une beauté splendide.;B1
D'abord, nous voulions dormir à l'hôtel mais finalement Martine, mon amie d'enfance, nous a proposé d'aller chez elle alors nous avons accepté.;B1
C'est une soupe de poissons, spécialité de Marseille;B1
"""On s'est alors dit que le terrain commençait à être favorable pour l'informatique"", raconte David Wilgenbus.";B1
Petit, il vivra d'abord dans une famille d'accueil qui lui donnera une première éducation.;B1
Et pour l'Europe, et bien pour l'Europe, c'est la française Claire Nouvian qui a été récompensée pour son combat au sein de son association Bloom, créé en 2005, pour préserver la biodiversité de l'océan;B1
Cet homme n'hésitera pas à accueillir les hôtes qui se présentent chez lui au risque de perdre la vie.;B1
Une semaine au calme, ça procure un vrai plaisir.;B1
À l'occasion de la manifestation, qui se déroule dans tout le pays, les organisateurs ont commandé un sondage.;B1
Il est difficile d'imaginer un accent trop fort pour présenter un journal national.;B1
Il y a douze milles entre la cabane du pêcheur et la ville.;B1
Le centre Anatole France est situé dans le centre-ville, à quelques pas de la mairie.;B1
Le coût de la liberté reste un mystère : pourquoi l'ouverture d'une chambre d'hôtes reste le fantasme premier des Français qui souhaitent changer de vie ?;B1
Nous avons voulu visiter le musée et nous avons dû payer l'entrée.;B1
Chère Anna, Je ne suis pas encore prêt pour comprendre toute l'histoire, Mais tes vidéos sont extrêmement motivantes!;B1
Eh bien voilà, bienvenue dans mon studio;B1
Mes parents ont insisté pour qu'on prenne nos chaussures de marche, ils veulent qu'on aille faire des randonnées dans les montagnes;B1
Le lendemain, l'assistante m'a téléphoné pour savoir si j'étais disponible lundi.;B1
La nouvelle a fait grand bruit: cette affaire de couvre-feu cache en fait une angoisse plus profonde.;B1
La plage est pleine de Marseillais et de touristes;B1
La façon dont il était habillé au golf, tout comme la façon dont il était habillé au bureau, était méticuleuse.;B1
Un secrétaire va être embauché par le directeur;B1
Vous étudiiez sérieusement et vous réussissiez sans le moindre effort de votre part.;B1
Le voyageur a été le favori du Prince.;B1
"Monsieur a été le premier à animer une émission dite ""sérieuse"" à la radio puis à la télévision.";B1
Si nous avions plus d'argent, nous achèterions un tableau de Matisse.;B1
Aujourd'hui, la méthode est bien rodée.;B1
La couverture du bouquin était couleur bleu turquoise, je l'ai adorée dès que je l'ai vue.;B1
Noël Couedel, alors directeur de l'information, raconte : Dans l'équipe de direction, j'étais le seul à défendre sa candidature.;B1
J'aimerais vous présenter un nouveau collègue, Jacques Servat qui arrive de Madrid où il vient de passer cinq ans dans un grand groupe d'ameublement au poste de chef d'équipe des commerciaux.;B1
Je trouve inadmissible que le directeur ne tienne pas ses promesses;B1
Et le roman peut alors être acheté par de nombreux lecteurs;B1
Cette entreprise vient de s'installer dans la région, elle va recruter!;B1
Nous somment conscients de la difficulté de l'expédition et nous en assumons les risques.;B1
Il hochait la tête doucement tout en regardant mon avion.;B1
D'après des témoignages de chefs d'entreprise recueillis dans le Guide France Info Le salarié handicapé dans l'entreprise, ce dernier est un salarié comme les autres, avec en plus, la volonté de s'en sortir .;B1
À 40 ans, il est usé.;B1
En Amérique centrale, c'est Francia Márquez qui a réussi à organiser les femmes de la Toma dans la région de Cauca et à faire pression sur le gouvernement colombien pour arrêter l'exploitation illégale de l'or sur les terres ancestrales;B1
Je n'aimais pas tellement être vendeuse, mais je devais essayer de vendre des appareils photo de toutes sortes aux clients.;B1
Elle fais ses devoirs puis prépare le dîner et finalement, elle regarde un film avant d'aller se coucher;B1
Puis, viennent la bouche et le menton;B1
C'est le cas à Nowra, à l'ouest de Sidney, où notre envoyée spéciale Murielle Paradon a pu rencontrer un couple de sexagénaires qui a trouvé refuge dans sa voiture;B1
Ils aiment passer des journées ensemble au bord de la mer;B1
Pour les habitants des quartiers historiques, la vie n'est plus la même : les rues pleines de touristes perdent peu à peu leurs magasins de quartier.;B1
On ne voyait pas ses genoux sur lesquels il avait posé son livre.;B1
Faute de temps, nous n'avons pas pu visiter le musée d'art contemporain.;B1
Cette année-là, l'hiver est arrivé d'un seul coup avec ses vents, ses brouillards et ses tempêtes de neige.;B1
Enfin, Pâques n'a pas de date fixe, c'est un dimanche compris entre le 22 mars et le 25 avril.;B1
"Par ailleurs, Elle, qui habite à Paris, nous explique que son quotidien est devenu très difficile en raison des locations saisonnières : ""Les arrivées et départs à n'importe quelle heure de la journée, les fêtes toute la nuit, les groupes de touristes qui envahissent le hall de l'immeuble avec leurs valises. On ne se sent plus chez soi.";B1
"Or, aujourd'hui, ces appareils commencent à peine à arriver en fin de vie. Beaucoup d'entreprises ont donc attendu ce moment pour se préparer réellement à les traiter.""";B1
En France, le début des vacances est souligné par les soldes d'été;B1
Elle cueillera les roses et elle les arrosera si nécessaire.;B1
Seules exceptions les sacs pour la vente de viande ou de poisson, ou encore dans les restaurants pour la nourriture à emporter;B1
